id,text,entities,relations,Comments
191,Future attacks may target U.S. and Western European organizations in retaliation for increased sanctions or other political measures against the Russian government.,"[{'id': 45862, 'label': 'location', 'start_offset': 35, 'end_offset': 51}
 {'id': 45863, 'label': 'identity', 'start_offset': 35, 'end_offset': 65}
 {'id': 45861, 'label': 'location', 'start_offset': 26, 'end_offset': 30}
 {'id': 45864, 'label': 'identity', 'start_offset': 145, 'end_offset': 163}]",[],[]
192,We recommend that all organizations proactively prepare to defend against this potential threat.,[],[],[]
193," This post was substantially updated on Feb. 24 to add information on the recent DDoS attacks, HermeticWiper malware and website defacement; update our recommendations for how organizations should prepare for potential cyber impact; and provide additional details for our customers and clients on how we can help.","[{'id': 45866, 'label': 'TIME', 'start_offset': 40, 'end_offset': 47}
 {'id': 45867, 'label': 'attack-pattern', 'start_offset': 81, 'end_offset': 93}
 {'id': 45868, 'label': 'attack-pattern', 'start_offset': 121, 'end_offset': 139}
 {'id': 45865, 'label': 'malware', 'start_offset': 95, 'end_offset': 108}]",[],[]
194,"This post was substantially updated March 31 to add information on phishing and scam attacks, cybersquatting trends, fake donation websites, DoS attacks on Ukrainian news sites and distribution of malicious binaries.","[{'id': 45871, 'label': 'attack-pattern', 'start_offset': 94, 'end_offset': 108}
 {'id': 45872, 'label': 'attack-pattern', 'start_offset': 117, 'end_offset': 139}
 {'id': 45873, 'label': 'attack-pattern', 'start_offset': 141, 'end_offset': 152}
 {'id': 45869, 'label': 'TIME', 'start_offset': 36, 'end_offset': 44}
 {'id': 45874, 'label': 'identity', 'start_offset': 156, 'end_offset': 176}
 {'id': 45875, 'label': 'attack-pattern', 'start_offset': 181, 'end_offset': 215}
 {'id': 45870, 'label': 'attack-pattern', 'start_offset': 67, 'end_offset': 92}]","[{'id': 127, 'from_id': 45872, 'to_id': 45874, 'type': 'duplicate-of'}
 {'id': 129, 'from_id': 45875, 'to_id': 45874, 'type': 'targets'}
 {'id': 128, 'from_id': 45873, 'to_id': 45874, 'type': 'targets'}
 {'id': 126, 'from_id': 45871, 'to_id': 45874, 'type': 'targets'}
 {'id': 125, 'from_id': 45870, 'to_id': 45874, 'type': 'targets'}]",[]
195," Full visualization of the techniques observed, relevant courses of action and indicators of compromise (IoCs) related to this report can be found in the Unit 42 ATOM viewer.  We will continue to provide updates with new information and recommendations as they become available.","[{'id': 45780, 'label': 'SOFTWARE', 'start_offset': 154, 'end_offset': 173}]",[],[]
196," DDoS Attacks Impacting Ukrainian Government and Banking Institutions HermeticWiper Malware Website Defacement Rise in Phishing and Scam Attacks Increase in Cybersquatting Trends Fake Donation Websites DoS Attacks on Ukrainian News Sites Distribution of Apps How Palo Alto Networks Is Working to Keep You Safe How You Should Prepare for an Increase in Cyberthreats Such as Wipers, DDoS, Website Defacement and Other Related Attacks How Unit 42 Threat Intelligence and Security Consulting Can Help Additional Cybersecurity Resources Indicators of Compromise","[{'id': 45877, 'label': 'attack-pattern', 'start_offset': 1, 'end_offset': 13}
 {'id': 45879, 'label': 'attack-pattern', 'start_offset': 84, 'end_offset': 109}
 {'id': 45885, 'label': 'attack-pattern', 'start_offset': 238, 'end_offset': 258}
 {'id': 45889, 'label': 'attack-pattern', 'start_offset': 387, 'end_offset': 405}
 {'id': 45891, 'label': 'identity', 'start_offset': 436, 'end_offset': 443}
 {'id': 45876, 'label': 'malware', 'start_offset': 70, 'end_offset': 83}
 {'id': 45878, 'label': 'identity', 'start_offset': 24, 'end_offset': 69}
 {'id': 45880, 'label': 'attack-pattern', 'start_offset': 119, 'end_offset': 144}
 {'id': 45881, 'label': 'attack-pattern', 'start_offset': 157, 'end_offset': 171}
 {'id': 45882, 'label': 'attack-pattern', 'start_offset': 179, 'end_offset': 201}
 {'id': 45883, 'label': 'attack-pattern', 'start_offset': 202, 'end_offset': 213}
 {'id': 45884, 'label': 'identity', 'start_offset': 217, 'end_offset': 237}
 {'id': 45886, 'label': 'identity', 'start_offset': 263, 'end_offset': 281}
 {'id': 45887, 'label': 'attack-pattern', 'start_offset': 373, 'end_offset': 379}
 {'id': 45888, 'label': 'attack-pattern', 'start_offset': 381, 'end_offset': 385}]","[{'id': 130, 'from_id': 45877, 'to_id': 45878, 'type': 'targets'}]",[]
197,Appendix A: Cortex Xpanse: Identifying Assets That May Be Impacted by CISA’s Known Exploited Vulnerabilities,"[{'id': 45892, 'label': 'SOFTWARE', 'start_offset': 12, 'end_offset': 25}
 {'id': 45893, 'label': 'identity', 'start_offset': 70, 'end_offset': 75}]",[],[]
198,"On Feb. 15, the Cyberpolice of Ukraine reported that residents were actively receiving fake SMS text messages.","[{'id': 45894, 'label': 'TIME', 'start_offset': 3, 'end_offset': 10}
 {'id': 44614, 'label': 'identity', 'start_offset': 16, 'end_offset': 38}
 {'id': 44615, 'label': 'attack-pattern', 'start_offset': 77, 'end_offset': 109}]",[],[]
199,"These messages were likely intended to cause alarm among the population, as they claimed that ATMs were malfunctioning.",[],[],[]
200," Shortly after the text messages were observed, several DDoS attacks occurred.","[{'id': 45895, 'label': 'attack-pattern', 'start_offset': 56, 'end_offset': 68}]",[],[]
201,"These attacks impacted Ukrainian government organizations including the Ministry of Defense, Ministry of Foreign Affairs, Armed Forces of Ukraine and the publicly funded broadcaster Ukrainian Radio.","[{'id': 44616, 'label': 'identity', 'start_offset': 23, 'end_offset': 43}
 {'id': 44617, 'label': 'identity', 'start_offset': 72, 'end_offset': 91}
 {'id': 44618, 'label': 'identity', 'start_offset': 93, 'end_offset': 120}
 {'id': 44619, 'label': 'identity', 'start_offset': 122, 'end_offset': 145}
 {'id': 44620, 'label': 'identity', 'start_offset': 182, 'end_offset': 197}]",[],[]
202,"Additionally, the attacks targeted two banking institutions, PrivatBank and Oschadbank.","[{'id': 45896, 'label': 'identity', 'start_offset': 61, 'end_offset': 71}
 {'id': 45897, 'label': 'identity', 'start_offset': 76, 'end_offset': 86}]",[],[]
203,An initial investigation into the DDoS attacks suggested that Mirai and Meris bot networks may have been leveraged in the attacks.,"[{'id': 45900, 'label': 'malware', 'start_offset': 72, 'end_offset': 90}
 {'id': 45898, 'label': 'attack-pattern', 'start_offset': 34, 'end_offset': 46}
 {'id': 45899, 'label': 'malware', 'start_offset': 62, 'end_offset': 67}]",[],[]
204," On Feb. 18, both the United States and the United Kingdom attributed these DDoS attacks to Russia’s Main Intelligence Directorate (GRU).  Over the past week, Ukraine has continued to observe a relatively constant flow of DDoS attacks targeting its government and financial institutions.","[{'id': 44621, 'label': 'identity', 'start_offset': 22, 'end_offset': 35}
 {'id': 44622, 'label': 'TIME', 'start_offset': 4, 'end_offset': 11}
 {'id': 44623, 'label': 'identity', 'start_offset': 44, 'end_offset': 58}
 {'id': 44624, 'label': 'attack-pattern', 'start_offset': 76, 'end_offset': 80}
 {'id': 44625, 'label': 'threat-actor', 'start_offset': 92, 'end_offset': 136}
 {'id': 44626, 'label': 'identity', 'start_offset': 159, 'end_offset': 166}
 {'id': 44627, 'label': 'attack-pattern', 'start_offset': 222, 'end_offset': 234}
 {'id': 44628, 'label': 'identity', 'start_offset': 249, 'end_offset': 286}]","[{'id': 4, 'from_id': 44624, 'to_id': 44625, 'type': 'attributed-to'}
 {'id': 131, 'from_id': 44627, 'to_id': 44628, 'type': 'targets'}]",[]
205,"However, at this time, attribution for the ongoing attacks has not been established.",[],[],[]
206,The Ukrainian CERT did identify a post on RaidForums from a user named “Carzita” that suggested that additional actors may also be launching DDoS and defacement attacks for undisclosed reasons.,"[{'id': 45901, 'label': 'identity', 'start_offset': 4, 'end_offset': 18}
 {'id': 45903, 'label': 'identity', 'start_offset': 72, 'end_offset': 79}
 {'id': 45902, 'label': 'identity', 'start_offset': 42, 'end_offset': 52}
 {'id': 45904, 'label': 'attack-pattern', 'start_offset': 141, 'end_offset': 145}
 {'id': 45905, 'label': 'attack-pattern', 'start_offset': 150, 'end_offset': 168}]",[],[]
207,"On Feb. 23, a malicious file named conhosts._exe (SHA256: 1bc44eef75779e3ca1eefb8ff5a64807dbc942b1e4a2672d77b9f6928d292591) was uploaded to a public malware repository from an organization in Kyiv, Ukraine.","[{'id': 678, 'label': 'SHA2', 'start_offset': 58, 'end_offset': 122}
 {'id': 44630, 'label': 'location', 'start_offset': 192, 'end_offset': 205}
 {'id': 44631, 'label': 'FILEPATH', 'start_offset': 35, 'end_offset': 48}
 {'id': 44632, 'label': 'TIME', 'start_offset': 3, 'end_offset': 10}]","[{'id': 133, 'from_id': 678, 'to_id': 44631, 'type': 'indicates'}]",[]
208,This executable is a signed file with a valid signature from an organization named Hermetica Digital Ltd. This signing certificate has since been explicitly revoked by its issuer.,"[{'id': 45906, 'label': 'identity', 'start_offset': 83, 'end_offset': 104}]",[],[]
209,"Upon execution, this file enumerates all files on a hard drive, wipes the partition info and then forces a system reboot, which predictably results in the following screen:",[],[],[]
210, Further analysis has confirmed that the malware accepts command-line arguments allowing an attacker to instruct the malware to sleep for a period of time or to shut down the system.,[],[],[]
211, Additionally the kernel module responsible for the actual wiping activity is from a legitimate application called EaseUS Partition Master.,"[{'id': 45907, 'label': 'tools', 'start_offset': 115, 'end_offset': 138}]",[],[]
